Id,Price
1461,118366.67315278656
1462,159936.7797204257
1463,181812.03370560086
1464,193136.08505016228
1465,189377.9349063498
1466,174659.8372241882
1467,173162.19245934542
1468,166293.038111561
1469,195626.2911500647
1470,127961.39578781117
1471,190122.89360472572
1472,97368.54361337704
1473,94706.99093984389
1474,148869.77853100747
1475,118492.7908828313
1476,384736.20244441286
1477,266131.94562978885
1478,307956.9113786875
1479,288673.14186757914
1480,447560.3831480018
1481,317037.165577884
1482,210040.93753938176
1483,173895.92448306576
1484,169711.613977314
1485,190217.4525818028
1486,201393.08385166826
1487,324612.5833170577
1488,233185.31471740844
1489,200211.0738779875
1490,231914.59270310623
1491,198771.5474033571
1492,91722.45544222616
1493,199051.69105861988
1494,293087.61440273817
1495,280140.48313058837
1496,236579.65653646452
1497,172425.7583813164
1498,162272.0927260498
1499,162473.4506428565
1500,159536.85847710498
1501,175555.7517708326
1502,153462.32915897958
1503,289019.5535474835
1504,236025.06273953477
1505,226327.89331056003
1506,190336.22289113674
1507,248650.20793980928
1508,189241.33217664395
1509,160969.6188569663
1510,150256.96082237645
1511,145072.37549992974
1512,171855.99595305775
1513,152290.2708946232
1514,159242.1685894521
1515,197849.26147263305
1516,155510.21096415154
1517,169874.838405667
1518,126548.67122239014
1519,218508.93476650922
1520,134218.50556930024
1521,130625.08121673502
1522,178157.6842154368
1523,107429.98649141398
1524,122224.50493106604
1525,117752.39796196276
1526,107836.61319387771
1527,102855.26740546213
1528,133830.49250262295
1529,148012.09151750227
1530,197139.693003568
1531,126722.06534470023
1532,104566.92520366136
1533,145979.73288894258
1534,124118.29127313301
1535,145753.89769720964
1536,104032.26594222838
1537,58141.57753904564
1538,162990.26790279322
1539,207650.90927300233
1540,115439.52934096113
1541,140755.66143511477
1542,138163.37448889282
1543,196850.15929999796
1544,84992.40372487511
1545,117947.1743261624
1546,142396.37894929343
1547,136274.23543980473
1548,142136.24412949817
1549,125506.25289588582
1550,145448.27736285553
1551,117429.4395871321
1552,156091.6161545077
1553,158668.1752656493
1554,120145.11162769879
1555,160383.1763155229
1556,86691.10029246783
1557,110150.99259134481
1558,104473.86611651011
1559,85276.15434224988
1560,135147.64498716086
1561,140193.37532866135
1562,131194.94703170922
1563,127257.16865006219
1564,159173.4296498944
1565,153375.36778434692
1566,241219.53939676128
1567,68741.42316367452
1568,233881.80188758764
1569,130238.09851062826
1570,147319.1890340718
1571,113531.43500319947
1572,142199.40276638427
1573,259004.22589046444
1574,122598.9323672576
1575,237593.6655657668
1576,236574.26719042644
1577,190610.99602583243
1578,147495.01063664778
1579,143238.54044175596
1580,192060.97632031265
1581,156697.34320330858
1582,133568.6264373541
1583,292951.63591361896
1584,230610.32560829283
1585,141986.25504456268
1586,64421.37083195103
1587,105118.85088023847
1588,157953.13666102683
1589,99705.58999486984
1590,132343.47337484107
1591,94282.06988664424
1592,116723.98871838309
1593,137706.46646570004
1594,144112.2808276577
1595,118551.48679424086
1596,224561.7997734804
1597,191247.36398555958
1598,207646.2465971827
1599,201162.9256619049
1600,182835.57529510825
1601,61869.88221956135
1602,120472.75637655242
1603,77711.85227508399
1604,273930.5007641583
1605,247334.88951907048
1606,164154.34860175065
1607,173494.6971840029
1608,223050.25083339837
1609,191599.02983593248
1610,152688.0240937018
1611,142955.77978506873
1612,171686.02610620533
1613,168753.4433453759
1614,136444.45281290612
1615,94089.82788989687
1616,74001.4890943246
1617,88772.44086616398
1618,127611.93288779905
1619,147549.03770359812
1620,163916.6417475409
1621,130902.48576434869
1622,148905.44964396174
1623,273220.77549452917
1624,217490.48687341122
1625,121272.10254520751
1626,169545.53385225867
1627,185480.95970540692
1628,284418.44359809044
1629,183360.12277474464
1630,329701.38321951166
1631,225796.83639697498
1632,236683.60020320147
1633,187594.0334714248
1634,191486.36892337198
1635,178710.81398647017
1636,154172.8145554142
1637,183574.72244052324
1638,194194.3693079098
1639,181760.61021430415
1640,249249.28283270635
1641,177833.676105441
1642,237816.3541109988
1643,213654.20017541212
1644,226736.37579042796
1645,199617.64465040714
1646,164237.5863876748
1647,162187.33289087645
1648,130190.39594622694
1649,139013.69170252717
1650,124245.39252237492
1651,121266.05537511696
1652,98261.67367346273
1653,98787.0049318089
1654,151521.559009425
1655,142509.02322897938
1656,143143.4254271316
1657,154612.51076801185
1658,150322.66197043977
1659,130034.69347814156
1660,151216.178544334
1661,402048.5363423295
1662,383961.0071178678
1663,367213.541932562
1664,420709.4771363821
1665,320053.139574629
1666,322379.4280313485
1667,364913.9980812948
1668,347175.38391015877
1669,308982.25950883597
1670,351561.03541359777
1671,260672.91364916065
1672,411249.22629503516
1673,299678.46828802314
1674,254813.77235839388
1675,194026.36074915717
1676,199068.53809531088
1677,216958.59075317334
1678,442054.49427640816
1679,375698.8413173252
1680,330532.2155345003
1681,273464.9819284255
1682,310724.9344878913
1683,186471.7474298833
1684,178261.38741131587
1685,177966.85032019802
1686,167739.9782220685
1687,174270.14156144965
1688,192439.87563711876
1689,198820.73399526524
1690,199121.67608842705
1691,192541.43688151747
1692,269996.11253119714
1693,177693.3539486402
1694,186656.80832819582
1695,174691.7362752035
1696,267111.7330768701
1697,178949.14160396802
1698,340765.76495762635
1699,319761.97418813256
1700,256579.82957865729
1701,268932.3074559219
1702,236802.3310874143
1703,241622.9746888405
1704,274415.2997735697
1705,245499.74122388463
1706,373874.63722271076
1707,222775.96766071802
1708,208689.35159315786
1709,256201.1194603856
1710,216662.96187927347
1711,273888.72806113865
1712,257241.65192056797
1713,273711.19160253
1714,217427.5764583489
1715,209553.56412868339
1716,179730.48798606312
1717,183496.9074873299
1718,143231.22054717335
1719,213021.29052031442
1720,249532.80827000007
1721,169469.76300444102
1722,129617.59134140244
1723,156663.5412811062
1724,222069.38584596445
1725,244177.55027466122
1726,189338.0105138144
1727,157098.04896309305
1728,180379.07134414607
1729,167560.57196107163
1730,164432.60351162814
1731,120805.30091593503
1732,131381.532000272
1733,119346.07703006691
1734,118148.26096043098
1735,129540.1813086465
1736,110375.91742929841
1737,326650.62353069155
1738,241533.7978278197
1739,258691.8833831263
1740,214679.51017309283
1741,190660.3914216998
1742,170900.27941642504
1743,174615.81400454338
1744,310506.8704578433
1745,219718.05264395537
1746,217266.27365572494
1747,217536.88887186607
1748,216978.79199823202
1749,147162.79600306487
1750,130602.31229117766
1751,237267.9328426335
1752,116179.86125104295
1753,150566.35053241852
1754,206952.77359116834
1755,162093.01392162478
1756,134012.0773356647
1757,120225.74273622461
1758,148848.30380647507
1759,166904.23389374043
1760,165733.63147481382
1761,148110.90324480052
1762,185878.73353535816
1763,177944.47423456045
1764,117652.80779027901
1765,172948.22742217805
1766,184261.11847383302
1767,213504.75251874505
1768,145368.57606449327
1769,172038.97012614226
1770,155609.39729830908
1771,126334.55833101724
1772,135032.31314418174
1773,127381.72824305404
1774,140188.70084673064
1775,145284.87602587687
1776,133212.98193018936
1777,116873.57974046218
1778,147606.7216357869
1779,128479.05326293202
1780,175330.68515710285
1781,130521.52202878095
1782,88727.79261169548
1783,137658.4771668346
1784,99609.43463343126
1785,129193.48801924926
1786,148449.51053391406
1787,169290.03889760454
1788,55355.339074879026
1789,100417.20220903117
1790,82825.3109796851
1791,187689.8457191038
1792,153190.40177202135
1793,138495.3763218064
